0 74.9856810243 54.3839630937 13.2493463737 0.0 0.0 0.0 71.1004775901 54.453240201 13.6835037063 78.8708844585 54.3146859865 12.815189041 75.4502121751 50.9678973906 14.5964940911 74.5211498736 57.8000287969 11.9021986562 75.3721275338 56.3388240533 10.3444802581 74.5992345148 52.4291021341 16.1542124893 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 90.7486218434 132.912750496 
1000 75.2824400862 54.1814405429 13.2424520523 0.010075833081 -0.00736529540918 -0.000244844216679 71.5248403534 54.2484198684 13.6784937728 79.043331527 54.1044412314 12.809756966 75.7565441038 50.6533835809 14.5873067749 74.830522725 57.7285473678 11.8942386424 75.6393315839 56.2069030331 10.3327688635 74.9306176753 52.1478161926 16.150113731 0.0143778611503 -0.00723774412547 -0.000132470902307 0.00585486979898 -0.00731041933917 -0.000289111085726 0.0101717441022 -0.0113968732753 -0.00032188632471 0.0103060552735 -0.00277288523699 -0.000220699974453 0.00872850897501 -0.00473940344341 -0.00045505990183 0.0111555743168 -0.0101725989801 -6.26353442129e-05 90.7863375891 132.677036382 
2000 75.8466497578 53.7383792257 13.2279679903 0.0118250960917 -0.00990770321357 -0.000320828537715 72.3276266209 53.815614415 13.6727377548 79.3742765104 53.0681990681 13.1974542123 76.3262931657 49.9748583373 14.5718759583 75.4006767894 57.5569573347 11.8790876438 76.1202858029 55.922622672 10.3044785556 75.5558324651 51.5362538809 16.1485029015 0.0167823998931 -0.00971065683885 -0.000106172387806 0.00733345099167 -0.0103726369794 -0.000436227616956 0.0120175617704 -0.0149909557685 -0.000257866711587 0.0118131629496 -0.00393181979367 -0.000407912347216 0.00999455570362 -0.00635161111242 -0.000632954951519 0.0131230734763 -0.0136741915335 -1.91915168701e-05 90.7870822147 132.666066078 
3000 76.4338184775 53.2132042367 13.2110257555 0.0115424647744 -0.0109954242577 -0.000352920704007 73.1560577833 53.2949886551 13.6671481661 79.7438616695 52.5264757111 13.1734331107 76.9303624624 49.1938013676 14.5617259851 75.9795741173 57.340845416 11.8536582792 76.6153943513 55.5851218744 10.2723184942 76.20819274 50.8147668035 16.1461063502 0.0161523638523 -0.0110172295468 -0.000117845989079 0.00739795212338 -0.0111754620849 -0.000521104168901 0.0120306442076 -0.0160493698162 -0.000160210460522 0.0112228957444 -0.00470659450894 -0.000592051092624 0.00972262925692 -0.00709177374937 -0.000636056756856 0.0128473310125 -0.0150484970233 -8.37641618078e-05 90.7490448782 132.869156783 
4000 76.9963598223 52.6444681737 13.1929451998 0.0109532580332 -0.0117242766044 -0.000368108055323 73.9339899259 52.7180708208 13.66126196 80.1135314234 51.9569211138 13.1460003834 77.5253257084 48.3807113907 14.5544532715 76.5185431008 57.0853402164 11.8218463992 77.0891116982 55.2157755764 10.2418338994 76.8359878009 50.0409286848 16.1396584065 0.0149448410529 -0.0120402952817 -0.000126333264391 0.00739517591013 -0.0115867115219 -0.000569550754153 0.0117607463372 -0.0164097712289 -0.000143719410845 0.0103280274806 -0.00553226027702 -0.000663611594937 0.00921739973095 -0.00767889060157 -0.000579276166218 0.0122593133353 -0.0158162804969 -0.000177944849468 90.7062609079 133.105219157 
5000 77.5299930498 52.0427365948 13.1744124735 0.0104081878652 -0.0123302069847 -0.000371927651352 74.6509937393 52.0930811678 13.6549832699 80.4843320272 51.3688258673 13.1166815661 78.1067262736 47.5580538358 14.5462548659 77.0134038571 56.7863104774 11.7886905441 77.5373187233 54.8167714868 10.2147489035 77.4361749451 49.2358657184 16.1283882851 0.0137501701188 -0.0129307911784 -0.000128359146609 0.00745009068311 -0.0119213857674 -0.000601087744378 0.0115211484187 -0.016486910076 -0.000190642758694 0.00948039330628 -0.00644800884408 -0.000649620403648 0.0087177922641 -0.00828507554373 -0.000502846863898 0.0117727885301 -0.0163442088669 -0.000270952537782 90.6712112921 133.310966406 
6000 78.039025178 51.4127345654 13.1558897827 0.00997215680877 -0.0128574008784 -0.000367685153575 75.3126405305 51.425767128 13.6480118813 80.8812101711 50.0348023627 13.4914285474 78.1172361244 46.7332415894 14.6585476712 77.9002593156 56.4445788555 11.6360494882 77.9619397163 54.3875079559 10.1915026025 78.0155161869 48.4104422855 16.1129043181 0.0127436081204 -0.0137489139681 -0.000139876218408 0.00814501594924 -0.0127487680388 -0.000640718456121 0.0114522373044 -0.016580461206 -0.0002651124906 0.00825700498949 -0.00728401901393 -0.000544660004561 0.00827725585437 -0.00888625471086 -0.000429807328334 0.011431654017 -0.0166503545957 -0.000347354155902 90.6453552092 133.470975367 
7000 78.529098365 50.7582371623 13.1377374952 0.0096487681034 -0.0133096705181 -0.000357249925509 75.9281400365 50.720630495 13.6408712653 81.2916775142 49.3942617932 13.4592601697 78.6867916715 45.9061204444 14.6438785243 78.2997449593 56.0581622719 11.6103132585 78.3660024348 53.9279598875 10.1716691335 78.581662932 47.5730456049 16.0941901009 0.0119212429402 -0.0144508140774 -0.000153028202491 0.00827954538362 -0.0128584456016 -0.000644472365717 0.0113451469677 -0.0164757805845 -0.000317140079945 0.00773748042617 -0.00818070753634 -0.000485661979505 0.00789727163399 -0.00950402958275 -0.000364709710212 0.0112320707962 -0.0168287256913 -0.000399218731654 90.6279111798 133.585716476 
8000 79.0056344019 50.083078995 13.120260784 0.00942877476871 -0.0136826923007 -0.000341559019999 76.503132935 50.8006916808 13.2351418418 81.7099434007 47.9748623506 13.8340541508 79.2537881835 45.0863560625 14.6267191579 78.6753193236 55.6259268029 11.5877260423 78.7529510077 53.4376389783 10.1549470749 79.1407543502 46.7316542112 16.0733864019 0.0110426974862 -0.0145569408556 -5.09416624341e-05 0.00907371364496 -0.0133568645215 -0.000679701286181 0.0113475353172 -0.0162987424355 -0.000367296246683 0.00730148230294 -0.00908808585072 -0.000421733851338 0.00759418233982 -0.0100915649267 -0.000306522533738 0.0111511653965 -0.016828765644 -0.000430339479115 90.6182250186 133.659698801 
9000 79.4735067692 49.3913966909 13.1036437548 0.0093006960458 -0.0139705195221 -0.000322081677858 77.0422807355 50.0577407654 13.2324921576 82.167292536 47.3101416451 13.79997092 79.8233368055 44.2775575245 14.6073181857 79.0314489433 55.1509267361 11.5679666874 79.1263358972 52.9194118404 10.1407728544 79.6984065355 45.8918714557 16.0515286272 0.0105518091225 -0.015139887263 -5.36501237355e-05 0.00922170415954 -0.0132265028993 -0.000676406644897 0.0114421746546 -0.0160340480889 -0.000407309792254 0.00695922163266 -0.00990224869347 -0.000364745886713 0.0073563181954 -0.0106456896342 -0.000259205110401 0.0111654936463 -0.01672130545 -0.000438778161303 90.6138354919 133.695640095 
10000 79.9371001415 48.6874626417 13.0881032724 0.009256845172 -0.0141718705739 -0.000299559486264 77.5603828531 49.2867658555 13.230442131 82.6325848158 46.6536010226 13.7662905847 80.400072112 43.4836750219 14.5861939332 79.3723373855 54.6348939134 11.5514459384 79.4899193114 52.3728597705 10.12909859 80.2590837142 45.060683442 16.0295717932 0.0101945376086 -0.0156645166287 -3.09146742166e-05 0.00938179463467 -0.0130187577585 -0.000672287996735 0.0116447593101 -0.015714139223 -0.000442860401446 0.00668809783367 -0.0107273338877 -0.000297591901229 0.00719549133078 -0.0112018202247 -0.000210720642077 0.011281485184 -0.0165107481569 -0.000433928694645 90.6158083442 133.69797737 
11000 80.4005025224 47.9755517975 13.0737288944 0.00929197586472 -0.0142913842272 -0.000274516389975 78.0569603809 49.3722060517 12.8507992716 83.1208558199 45.2094912674 14.1157406818 80.9888968904 42.7081066221 14.5638542256 79.7016148837 54.0822154284 11.5380331925 79.8465891223 51.80230024 10.1193548413 80.8278053711 44.2420176906 16.0083402617 0.0096300144352 -0.0156773515489 7.68077648346e-05 0.0102776759094 -0.0130928643733 -0.000696872334761 0.0119348347842 -0.0153019784758 -0.000451357864719 0.00650039975305 -0.0113625638143 -0.000241206338293 0.00709299218635 -0.0116313046196 -0.000176248175153 0.0114833884233 -0.0161970002721 -0.000413844717163 90.6200461906 133.676636703 
12000 80.8676035175 47.2596941902 13.060667002 0.00940548248949 -0.014328754057 -0.000248029957296 78.5353377333 48.5781911829 12.8551413911 83.6416192089 44.5636799029 14.0809069437 81.5953229594 41.954319395 14.5408323489 80.0234773541 53.4957473736 11.5274154268 80.2006585888 51.2095410671 10.1115770007 81.4095810206 43.4413518933 15.9882919216 0.00951875398489 -0.0160766660518 9.84516219124e-05 0.0105518698565 -0.0127283267238 -0.00069888330031 0.0123396998063 -0.0148323513361 -0.000458375789036 0.00637625793625 -0.0120740874587 -0.000187526659061 0.00707549972 -0.0120574822233 -0.000134238283066 0.0118056359102 -0.0158273174812 -0.000384960116801 90.6280555937 133.634895977 
13000 81.3423797336 46.5438966804 13.0489550374 0.0095980502851 -0.0142918012443 -0.000219905086599 79.0112596082 47.7696306612 12.8599126658 84.1768455666 43.9366669941 14.0473349941 82.225053364 41.2257377264 14.5178887817 80.340647666 52.8779537282 11.5195034082 80.5552537034 50.5966629025 10.1058166134 82.0101673582 42.6621292425 15.9700502038 0.00953312249124 -0.0162737492607 9.51229530229e-05 0.0108773247676 -0.0123518970393 -0.000648532152629 0.0128696580466 -0.0142999295602 -0.000457697679296 0.00633559696971 -0.0126618034504 -0.000119901251882 0.00712014474027 -0.0124430054959 -9.94893136583e-05 0.0122392340585 -0.0153412579885 -0.000346231390067 90.6371178456 133.577702842 
14000 81.8287245347 45.8318140119 13.0386799528 0.00986917856644 -0.0141774595316 -0.00019159448019 79.4702381843 47.8835945565 12.4823045234 84.7318446635 42.5857718052 14.3639665987 82.8844967804 40.5254991178 14.495552131 80.6578879088 52.2316893299 11.5150883487 80.9134324733 49.9687939309 10.1015537365 82.6359850908 41.9082306319 15.9538581823 0.00920619042328 -0.0163364830716 0.000179554771041 0.0120863143314 -0.0120765856286 -0.000642652531254 0.0135256665391 -0.0137021809836 -0.000441673619002 0.00637171693215 -0.0131117694831 -6.92425192807e-05 0.0072170344973 -0.0126737720499 -6.9045376473e-05 0.0128090030637 -0.0147960541956 -0.000301360664405 90.6473436138 133.51567117 
