0 79.4021330656 30.4988909608 22.016565378 0.0 0.0 0.0 75.6383426672 29.7585630636 21.2590051131 83.1659234641 31.2392188581 22.7741256429 78.7248729414 27.1863143718 23.5226384561 80.0793931899 33.8114675498 20.5104922999 78.703137719 32.2478540858 18.8512934019 80.1011284122 28.7499278358 25.1818373541 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 90.7486218434 132.912750496 
1000 79.6312088131 30.4870650673 22.0162908837 0.00835631807251 -0.000546531677609 -7.94286958128e-05 75.7226347655 29.7725542393 21.2565728933 83.5421257532 31.1982459909 22.7750102309 78.9343411981 27.3099184785 23.5259470173 80.3485285246 33.664298805 20.5082659195 78.9126920313 32.1648622527 18.8537244627 80.3630288378 28.8072085797 25.1771543925 0.00322534353278 0.000371667220651 -9.91580259746e-05 0.0135783276799 -0.0015339127648 -4.73385561749e-05 0.00740985866811 0.00416577273224 4.21254767471e-05 0.00974191087065 -0.00531020467999 -0.000199291411393 0.00750869896827 -0.00297013818566 0.000246747938393 0.00926214461666 0.00183291792334 -0.000403309368661 90.6711059011 133.419870284 
2000 80.1489553305 30.4499274024 22.0112855765 0.0118355980296 -0.000857071513604 -9.96026458752e-05 75.9408512273 29.7878722256 21.2520483821 84.3614086416 31.1088366502 22.7722347075 79.3899513986 27.5367287843 23.5263956661 80.9454961253 33.3599544242 20.4964542122 79.3768480804 31.9909526823 18.8786277083 80.9289075635 28.904534075 25.1434856341 0.00539576410231 0.000240329869201 -5.63564875591e-05 0.0182397433285 -0.00188444139622 -6.02900686677e-05 0.0104110104471 0.00459471606598 -2.43382515856e-05 0.0135156315957 -0.0063739084896 -0.000223508790442 0.0106196234614 -0.0037276965134 0.000712196493985 0.0128470730915 0.00195973754691 -0.000876168062907 90.5362421448 134.287519832 
3000 80.7882693302 30.4059951432 22.0070280714 0.0136239755492 -0.000879426964783 -6.95120345318e-05 76.2589936224 29.7970953993 21.2522913041 85.3157408338 31.0172905453 22.7677647796 79.9551865974 27.7539549532 23.523223431 81.6687979258 33.0522505548 20.4884556484 79.953604841 31.805841197 18.9207035617 81.6202541127 28.9987125229 25.0947105816 0.0073409635543 0.000133435230298 7.19037141507e-05 0.0196947742381 -0.00175127682579 -0.000126235731323 0.0121102242378 0.00403140834737 -0.000103615049844 0.0152805967013 -0.00582121713138 -9.11962519889e-05 0.0123734620205 -0.00361879560187 0.000933610675753 0.0146772394894 0.00178894336704 -0.00103474477098 90.4294922939 135.067756357 
4000 81.5065815907 30.3629472346 22.0043618052 0.0150996271619 -0.000838556522072 -3.68350511751e-05 76.677072894 29.8015890478 21.2593767665 86.3196780198 30.9344436283 22.7591380752 80.5982197919 27.9376539934 23.5166857989 82.4678047162 32.7819942945 20.4866861181 80.6125041626 31.6321276744 18.9686016954 82.3903555971 29.0825756882 25.0430706089 0.00939284682587 4.94072021392e-05 0.000211317567906 0.0204152335168 -0.00156355750483 -0.000215203277523 0.0136130377866 0.00331603826855 -0.00014081195268 0.0166649567728 -0.00498058139638 1.32421722713e-05 0.0139893220435 -0.00331399781027 0.000956514660184 0.0161053850121 0.00155836971665 -0.00100962099757 90.3616107295 135.689107381 
5000 82.2990312589 30.3223345596 22.0033668986 0.0166162487934 -0.000785137841161 -3.41612720687e-06 77.2013123907 29.8026925484 21.2732969703 87.3586779173 30.5771496938 21.9119314559 81.318110883 28.0865750463 23.5103709046 83.3357956091 32.5535966569 20.4879894805 81.9866430522 31.4436075265 19.0097135682 82.6029324871 29.1866237468 24.9969904703 0.0116189958646 -4.56803066232e-06 0.000338544066531 0.0213446926167 -0.00134151795224 -9.34810923453e-06 0.0152159824017 0.00265765286033 -0.000101856879708 0.0180738984059 -0.00417626946659 2.70074500745e-05 0.0163033359845 -0.00303024059853 0.000744481229621 0.0169766126432 0.0014169609306 -0.000772453097236 90.3235230906 136.174894102 
6000 83.1703601528 30.2844984137 22.0040192051 0.0182602730125 -0.000727127516094 2.9606790188e-05 77.8417979941 29.8006539467 21.2921296035 88.4438278304 30.5119179571 21.9109003491 82.1223768452 28.2050533193 23.507685486 84.2770971262 32.3622890184 20.4887447759 82.8456754082 31.3007996126 19.0436358013 83.491623816 29.2519425581 24.9627427596 0.0139886148408 -7.48490202306e-05 0.00041394546593 0.0220744605599 -0.00125635586951 -3.1949735175e-05 0.0169818011003 0.00209642473185 -3.64761219104e-06 0.0195960100875 -0.00349704945785 -4.03870225613e-06 0.0180834212059 -0.00268575914599 0.000614138823679 0.0186000450868 0.00120101296828 -0.000592896830918 90.3046259378 136.55264658 
7000 84.1275547984 30.2496878613 22.0063229619 0.0200517914914 -0.000664451729434 6.28470374802e-05 78.6046692213 30.0691532213 22.115764782 89.5714354022 30.4518668577 21.9089642654 83.0193638074 28.2979380983 23.510599936 85.2969644547 32.2030356393 20.4880264145 83.6738622781 30.9581878247 19.0705268522 84.5816120019 29.525938354 24.9394639057 0.0163979624267 -0.00012794312609 0.000229260356785 0.0230306475591 -0.00113697137997 -5.0630665306e-05 0.0189130314891 0.00163349434811 0.000119615033785 0.0212144950326 -0.00288860955714 -2.84297809882e-05 0.0199767456669 -0.00223451408774 0.000427134952063 0.0203738337998 0.000901782846751 -0.00033625156198 90.2986840883 136.836135294 
8000 85.1779064194 30.2181918908 22.0103096028 0.0219859539477 -0.000595295242799 9.73176025054e-05 79.4906214329 30.0616952045 22.1285739646 90.7526405535 30.3987026132 21.9062623547 84.0168272022 28.3698586724 23.5199292138 86.4005315428 32.0725408198 20.4863397768 84.7239642019 30.8538825357 19.0897967846 85.6457130748 29.5677485615 24.9265733763 0.0191106943592 -0.000175772387428 0.00029466147486 0.0242252556954 -0.000990453209968 -6.29330370781e-05 0.0209954868513 0.00125652383251 0.000247322622367 0.0229431783372 -0.00234231912573 -3.86395249771e-05 0.0220502594701 -0.00194269562825 0.000346916117232 0.022216331111 0.000780005094241 -0.000181303772226 90.3020425665 137.031702311 
9000 86.3281783987 30.1902901709 22.0161349077 0.0240445258026 -0.000520486425115 0.000136647667318 80.512646092 30.0509195538 22.1446111797 91.99886175 30.3533932428 21.9029539718 85.1218821655 28.4247837295 23.5353211668 87.5931776159 31.9679179852 20.4847224916 85.8805673305 30.7637936037 19.10572511 86.8047581009 29.6043706412 24.9210946862 0.0218756993786 -0.00025630633338 0.000357866843465 0.0256674446549 -0.000823532191088 -6.8359357134e-05 0.0232122732374 0.000951887778263 0.000360789140693 0.0247752942191 -0.00184998193913 -2.12490424059e-05 0.0242293674944 -0.00166437168554 0.000294140642451 0.0241616719499 0.000691565589041 -3.8701188036e-05 90.3125289811 137.138529692 
