0 0.0
1000 14.0544647599
2000 16.6822624416
3000 17.1839950822
4000 17.2335049493
5000 17.1933996538
6000 17.144566857
7000 17.104001198
8000 17.0755660867
9000 17.0567772621
10000 17.0454199848
11000 17.0441861835
12000 17.0467877632
13000 17.0508954875
14000 17.0577240031
15000 17.0672501062
16000 17.0728849242
17000 17.0769145555
18000 17.0794870068
19000 17.0819970015
20000 17.0850025332
21000 17.0882756203
22000 17.0906829407
23000 17.0933339041
24000 17.0925596523
25000 17.0923107773
26000 17.0912057499
27000 17.0870376662
28000 17.080156619
29000 17.0707665358
30000 17.0598782853
31000 17.050753002
32000 17.0428900106
33000 17.0368085161
34000 17.037203726
35000 17.0440995694
36000 17.0534268395
37000 17.063654795
38000 17.0768516957
39000 17.0925132081
40000 17.1104486749
41000 17.1267978443
42000 17.1407944877
43000 17.156077461
44000 17.1689187942
45000 17.1797901489
46000 17.188645069
47000 17.1935491203
48000 17.1952302957
49000 17.194342372
50000 17.1899804557
51000 17.182560864
52000 17.172017679
53000 17.159819412
54000 17.1469010124
55000 17.1325851008
56000 17.1177518781
57000 17.102360356
58000 17.0877174781
59000 17.0758630448
60000 17.0677985116
61000 17.0650427592
62000 17.0639602696
63000 17.0622373581
64000 17.0585688981
65000 17.0552390479
66000 17.0534595614
67000 17.051629443
68000 17.0527694926
69000 17.0556103605
70000 17.0613043436
71000 17.068645863
72000 17.0757359231
73000 17.082735615
74000 17.0914397137
75000 17.1007233226
76000 17.1066107434
77000 17.1114382385
78000 17.1171046216
79000 17.1223882993
80000 17.126319326
81000 17.128504469
82000 17.1303096679
83000 17.1323853641
84000 17.1331454272
85000 17.1347991516
86000 17.1365152537
87000 17.1432874584
88000 17.1486283086
89000 17.1553282428
90000 17.1627671865
91000 17.1721793263
92000 17.1798740824
93000 17.1867657052
94000 17.1905005739
95000 17.1919448477
96000 17.1899012195
97000 17.1853737092
98000 17.1769887287
99000 17.1672609587
100000 17.1563259216
101000 17.1452927513
102000 17.1344444144
103000 17.1237026668
104000 17.1137588045
105000 17.1046614283
106000 17.0961756929
107000 17.0891010953
108000 17.0815990617
109000 17.0769264159
110000 17.0687889439
111000 17.0635921487
112000 17.0622030811
113000 17.0672013742
114000 17.0766485193
115000 17.0879547962
116000 17.1000551733
117000 17.1102167729
118000 17.1192601879
119000 17.1268684405
120000 17.1321797477
121000 17.1351795029
122000 17.129923639
123000 17.1216001116
124000 17.112516651
125000 17.1063236316
126000 17.1004519749
127000 17.0986556781
128000 17.0995361337
129000 17.1053507825
130000 17.1126781123
131000 17.1216177772
132000 17.1307012625
133000 17.1405593677
134000 17.1486440548
135000 17.1512137801
136000 17.1511781502
137000 17.147484121
138000 17.1396364128
139000 17.1303214736
140000 17.1224361928
141000 17.114716855
142000 17.106616904
143000 17.0998798696
144000 17.0951056714
145000 17.0931778146
146000 17.0919532045
147000 17.0919572269
148000 17.093175854
149000 17.0908056743
150000 17.0887708598
151000 17.0885928224
152000 17.0906161246
153000 17.0927849017
154000 17.0977954528
155000 17.105866404
156000 17.1146858757
157000 17.1244147032
158000 17.136102649
159000 17.1516133826
160000 17.1680903032
161000 17.1839966138
162000 17.1973330757
163000 17.2069510899
164000 17.2138757887
165000 17.215262652
166000 17.2106911911
167000 17.2044389202
168000 17.194941563
